cafe_idx,hub_idx,dist_km,geonameid_cafe,city_cafe,country_cafe,lat_cafe,lon_cafe,population,poi_student,poi_activity,poi_logistics,poi_transit,pop_norm,student_norm,activity_norm,logistics_norm,transit_norm,demand_factor,hub_score_cafe,fixed_cost_proxy,base_weight,geonameid_hub,city_hub,country_hub,lat_hub,lon_hub,hub_score_hub,city_key,rent_score_city,rent_score_country,rent_source_used,rent_score_used,rent_n,labour_n,tax_n,fixed_mult,fixed_cost_hub,fixed_cost_dc,hub_score_n,fixed_cost_hub_eff,fixed_cost_dc_eff
65,19,617.9546441594424,2825297,Stuttgart,DE,48.78232,9.17702,630305,375,639,138,1788,0.008782405487939623,0.0994843797391568,0.1813059330460722,0.0366310160427807,0.2378842797690965,1.0959518144527085,0.0970069951606754,1.0795482976087805,0.8388077739916233,3081368,Wrocław,PL,51.10286,17.03006,0.1161766644196579,wroc aw,,-0.5038056844768821,country,-0.5038056844768821,0.17788761459179875,0.2613390928725702,0.38002171552660147,1.2356541899116262,1235.6541899116262,7413.925139469758,0.15236988049546302,1216.826541786571,7357.4421950945925
66,1,710.5213434383642,2648579,Glasgow,GB,55.86515,-4.25763,626410,342,713,125,4073,0.008526236922578296,0.0894752805580831,0.2058336095459065,0.0331550802139037,0.5446368640085918,1.0948518902440312,0.1865996153523101,1.0891544333564254,0.8374751092528916,2759794,Amsterdam,NL,52.37403,4.88969,0.7624647603705195,amsterdam,,,global,0.011844032802657226,0.48382676042477507,0.6954643628509719,0.6261310170104958,1.5932941071751356,1593.2941071751357,9559.764643050814,1.0,1433.964696457622,9081.776410898272
67,1,182.32505947867836,2934246,Düsseldorf,DE,51.22172,6.77616,620523,311,627,323,2259,0.008139057373340265,0.0800727934485896,0.177328471992045,0.0860962566844919,0.3011142435226205,1.083509370467563,0.1506016527359305,1.0774426346954902,0.8280648314795498,2759794,Amsterdam,NL,52.37403,4.88969,0.7624647603705195,amsterdam,,,global,0.011844032802657226,0.48382676042477507,0.6954643628509719,0.6261310170104958,1.5932941071751356,1593.2941071751357,9559.764643050814,1.0,1433.964696457622,9081.776410898272
68,19,803.6276992499328,2711537,Göteborg,SE,57.70716,11.96679,608462,308,376,670,1543,0.007345822696363893,0.0791628753412193,0.0941332449453099,0.1788770053475935,0.2049939589206605,1.0663243741937936,0.1867120914195136,1.043529956135215,0.813451082777213,3081368,Wrocław,PL,51.10286,17.03006,0.1161766644196579,wroc aw,,-0.5038056844768821,country,-0.5038056844768821,0.17788761459179875,0.2613390928725702,0.38002171552660147,1.2356541899116262,1235.6541899116262,7413.925139469758,0.15236988049546302,1216.826541786571,7357.4421950945925
69,44,137.07913023318434,703845,Kryvyy Rih,UA,47.90572,33.39404,603904,127,218,2,555,0.0070460495716098675,0.0242644828632089,0.0417633410672853,0.0002673796791443,0.0723587058665592,1.0229113579313824,0.0218947775353688,1.022342176084202,0.7797966156853944,709930,Dnipro,UA,48.46664,35.04066,0.0765259701801124,dnipro,-0.6957218116486716,-0.7865517503463348,city,-0.6957218116486716,0.06402222486895265,0.4269772703897975,0.40394605181920745,1.2613443780483584,1261.3443780483585,7568.06626829015,0.10036656663702678,1248.6846975911956,7530.087226918661
70,1,177.75818593923955,2928810,Essen,DE,51.45657,7.01228,593085,537,910,268,2443,0.006334499453857826,0.1486199575371549,0.2711302618495194,0.0713903743315508,0.3258155457108336,1.1433980268921968,0.1477179257453356,1.113519704302894,0.8702235149787064,2759794,Amsterdam,NL,52.37403,4.88969,0.7624647603705195,amsterdam,,,global,0.011844032802657226,0.48382676042477507,0.6954643628509719,0.6261310170104958,1.5932941071751356,1593.2941071751357,9559.764643050814,1.0,1433.964696457622,9081.776410898272
71,4,415.71980205319534,2514256,Málaga,ES,36.72016,-4.42034,591637,242,502,111,1147,0.006239266569995644,0.0591446769790718,0.1358965860125953,0.0294117647058823,0.1518324607329843,1.062666123389962,0.0661379735140129,1.059350047661035,0.8086025426752557,3117735,Madrid,ES,40.4165,-3.70256,0.2865043579764861,madrid,0.08886285608365685,-0.14618037798784608,city,0.08886285608365685,0.5295226509063288,0.3628509719222462,0.5971769815418023,1.4612858284270391,1461.2858284270392,8767.714970562234,0.3757607864227842,1406.376437219218,8602.986796938769
72,1,200.75408144855328,2935517,Dortmund,DE,51.51494,7.466,588462,258,446,118,2391,0.006030451372300595,0.0639975735517136,0.1173351010938017,0.031283422459893,0.3188347429185125,1.0618655643497883,0.1175488185974789,1.0517584015353612,0.8076053483993721,2759794,Amsterdam,NL,52.37403,4.88969,0.7624647603705195,amsterdam,,,global,0.011844032802657226,0.48382676042477507,0.6954643628509719,0.6261310170104958,1.5932941071751356,1593.2941071751357,9559.764643050814,1.0,1433.964696457622,9081.776410898272
73,49,119.37935097265571,3176219,Genoa,IT,44.40478,8.94439,580097,285,551,118,2983,0.00548029731601112,0.0721868365180467,0.1521378853165396,0.031283422459893,0.3983084977849376,1.073739678974136,0.1413909450574064,1.0652393919794247,0.815602481421961,3173435,Milan,IT,45.46427,9.18951,0.1948230426795255,milan,0.6076977517425448,0.14228026358577445,city,0.6076977517425448,0.8373515888211174,0.43628509719222464,0.5609844372059355,1.6292349524265977,1629.2349524265976,9775.409714559586,0.25551743871395616,1587.6051582158677,9650.520331927397
74,0,7.6483376312372195,7627067,Bahçelievler,TR,41.00231,28.8598,576799,936,2123,133,2524,0.005263392584673083,0.2696390658174097,0.6731852833941001,0.0352941176470588,0.3366894885219492,1.2964204961692658,0.1257127289095259,1.2734848274253787,0.9842566196727214,745044,Istanbul,TR,41.01384,28.94966,0.1649921605957947,istanbul,-0.3990074482222473,-0.7333530118949918,city,-0.3990074482222473,0.24006525536254764,0.03455723542116631,0.5971769815418023,1.1832978190068517,1183.2978190068518,7099.78691404111,0.216393162243481,1157.692063313781,7022.969646961898
75,0,14.69381573951,738377,Umraniye,TR,41.01643,29.12476,573265,724,2001,217,3475,0.0050309664717110986,0.2053381862299059,0.6327477626781571,0.0577540106951871,0.4643576318968989,1.2497524642735751,0.1797350970557007,1.2571238782486316,0.948317408010154,745044,Istanbul,TR,41.01384,28.94966,0.1649921605957947,istanbul,-0.3990074482222473,-0.7333530118949918,city,-0.3990074482222473,0.24006525536254764,0.03455723542116631,0.5971769815418023,1.1832978190068517,1183.2978190068518,7099.78691404111,0.216393162243481,1157.692063313781,7022.969646961898
76,19,145.16851904705644,3088171,Poznań,PL,52.40692,16.92993,570352,368,402,86,1609,0.0048393826383612785,0.097361237488626,0.1027510772290354,0.0227272727272727,0.2138542086186065,1.078966957938983,0.0800653534946728,1.0449719370023032,0.8183629028905641,3081368,Wrocław,PL,51.10286,17.03006,0.1161766644196579,wroc aw,,-0.5038056844768821,country,-0.5038056844768821,0.17788761459179875,0.2613390928725702,0.38002171552660147,1.2356541899116262,1235.6541899116262,7413.925139469758,0.15236988049546302,1216.826541786571,7357.4421950945925
77,1,493.1046357702578,2643123,Manchester,GB,53.48095,-2.23743,568996,567,807,149,5189,0.004750200462589787,0.1577191386108583,0.2369903878024527,0.0395721925133689,0.6944556316284065,1.1420295607270057,0.2360372242478802,1.098596315491053,0.8660156919036534,2759794,Amsterdam,NL,52.37403,4.88969,0.7624647603705195,amsterdam,,,global,0.011844032802657226,0.48382676042477507,0.6954643628509719,0.6261310170104958,1.5932941071751356,1593.2941071751357,9559.764643050814,1.0,1433.964696457622,9081.776410898272
78,1,440.84498606438615,2638077,Sheffield,GB,53.38297,-1.4659,556500,263,372,45,3742,0.003928356459315039,0.0655141037306642,0.0928074245939675,0.0117647058823529,0.500201369311317,1.057869947157192,0.1582957049110421,1.040265655005039,0.8006749182879468,2759794,Amsterdam,NL,52.37403,4.88969,0.7624647603705195,amsterdam,,,global,0.011844032802657226,0.48382676042477507,0.6954643628509719,0.6261310170104958,1.5932941071751356,1593.2941071751357,9559.764643050814,1.0,1433.964696457622,9081.776410898272
79,19,230.01840988376767,2935022,Dresden,DE,51.05089,13.73832,556227,294,759,144,1717,0.003910401640741574,0.0749165908401577,0.221080543586344,0.038235294117647,0.2283527990334273,1.0891660632213631,0.0952705455923811,1.0915605387471308,0.8243279317471788,3081368,Wrocław,PL,51.10286,17.03006,0.1161766644196579,wroc aw,,-0.5038056844768821,country,-0.5038056844768821,0.17788761459179875,0.2613390928725702,0.38002171552660147,1.2356541899116262,1235.6541899116262,7413.925139469758,0.15236988049546302,1216.826541786571,7357.4421950945925
80,38,262.44760619272375,786714,Pristina,XK,42.67272,21.16688,550000,130,371,22,367,0.003500860778994467,0.0251744009705793,0.0924759695061319,0.005614973262032,0.0471204188481675,1.033599834483574,0.0180666069378727,1.0397910764256482,0.7815322318256881,3191281,Sarajevo,BA,43.84864,18.35644,0.0166782355310227,sarajevo,-0.4240714012580953,-0.5819941085397204,city,-0.4240714012580953,0.22519460940652894,0.05831533477321814,0.054288816503800214,1.1330083565312663,1133.0083565312664,6798.050139187598,0.021874106710083125,1130.5300019618483,6790.615075479343
81,42,591.2548876114046,694423,Sevastopol,UA,44.60795,33.52134,547820,118,351,160,531,0.0033574853046715674,0.0215347285410979,0.0858468677494199,0.0425133689839572,0.0691367968854879,1.0300902106745429,0.0505003973544164,1.0370247353435054,0.7786200553093523,315202,Eskişehir,TR,39.77667,30.52056,0.0071689305458938,eskisehir,-0.6440068318904578,-0.7333530118949918,city,-0.6440068318904578,0.09470514042928548,0.03455723542116631,0.5971769815418023,1.1178857672868836,1117.8857672868835,6707.314603721302,0.009402310662082351,1116.8346963600084,6704.161390940676
82,1,275.0782806884233,2944388,Bremen,DE,53.07582,8.80717,546501,195,441,479,1065,0.003270736565849593,0.0448892932969366,0.1156778256546238,0.127807486631016,0.140824271714324,1.0500691411090868,0.1317125221560084,1.0488877195145292,0.7935622300206826,2759794,Amsterdam,NL,52.37403,4.88969,0.7624647603705195,amsterdam,,,global,0.011844032802657226,0.48382676042477507,0.6954643628509719,0.6261310170104958,1.5932941071751356,1593.2941071751357,9559.764643050814,1.0,1433.964696457622,9081.776410898272
83,19,681.3995677901917,593116,Vilnius,LT,54.68916,25.2798,542366,220,334,124,1282,0.002998783544599506,0.0524719441916894,0.0802121312562147,0.0328877005347593,0.1699556987515102,1.0475255927662566,0.0740080999997846,1.0344838793381654,0.7911414739674274,3081368,Wrocław,PL,51.10286,17.03006,0.1161766644196579,wroc aw,,-0.5038056844768821,country,-0.5038056844768821,0.17788761459179875,0.2613390928725702,0.38002171552660147,1.2356541899116262,1235.6541899116262,7413.925139469758,0.15236988049546302,1216.826541786571,7357.4421950945925
84,21,64.03965749896588,304531,Mersin,TR,36.81196,34.63886,537842,104,347,61,108,0.002701246551096388,0.0172884440400363,0.0845210473980775,0.0160427807486631,0.0123506510941065,1.0272772759036373,0.0149351418522961,1.035969416200108,0.7753140830251981,325363,Adana,TR,36.98615,35.32531,0.0244843545736677,adana,-0.7513752359640133,-0.7333530118949918,city,-0.7513752359640133,0.031002598314041632,0.03455723542116631,0.5971769815418023,1.089219623335024,1089.219623335024,6535.317740010144,0.032112113039518754,1085.7219089680843,6524.824596909325
85,1,457.91117169846916,2644688,Leeds,GB,53.79648,-1.54785,536280,302,539,125,3695,0.0025985160506870448,0.0773430391264786,0.1481604242625124,0.0331550802139037,0.493891797556719,1.0760379083283895,0.1713760954167483,1.0613429825455545,0.8119216093541853,2759794,Amsterdam,NL,52.37403,4.88969,0.7624647603705195,amsterdam,,,global,0.011844032802657226,0.48382676042477507,0.6954643628509719,0.6261310170104958,1.5932941071751356,1593.2941071751357,9559.764643050814,1.0,1433.964696457622,9081.776410898272
86,1,132.6113654343254,2803138,Antwerpen,BE,51.22047,4.40026,529247,369,511,218,1350,0.0021359657245801863,0.0976645435244161,0.1388796818031157,0.0580213903743315,0.1790844408645455,1.0863746624752728,0.0943403055213957,1.0572606453009104,0.8188418001818787,2759794,Amsterdam,NL,52.37403,4.88969,0.7624647603705195,amsterdam,,,global,0.011844032802657226,0.48382676042477507,0.6954643628509719,0.6261310170104958,1.5932941071751356,1593.2941071751357,9559.764643050814,1.0,1433.964696457622,9081.776410898272
87,37,240.1174346319148,298117,Van,TR,38.49457,43.38323,525016,47,92,5,53,0.0018576989209745955,0.0,0.0,0.0010695187165775,0.0049671096791515,1.0,0.0022387960053497,1.0014861591367796,0.7532509731117055,315368,Erzurum,TR,39.90861,41.27694,0.0020350899485485,erzurum,-0.7846116078851637,-0.7333530118949918,city,-0.7846116078851637,0.011283190166608264,0.03455723542116631,0.5971769815418023,1.0803458896686788,1080.3458896686789,6482.075338012073,0.0026690937789171382,1080.0575352193596,6481.210274664115
88,0,5.459819831413732,738329,Üsküdar,TR,41.02274,29.01366,524452,1005,2773,220,3739,0.0018206054496360104,0.2905671822869275,0.888631090487239,0.0585561497326203,0.499798630688683,1.3520665274696042,0.1909288940194391,1.3569089205546043,1.018357660056521,745044,Istanbul,TR,41.01384,28.94966,0.1649921605957947,istanbul,-0.3990074482222473,-0.7333530118949918,city,-0.3990074482222473,0.24006525536254764,0.03455723542116631,0.5971769815418023,1.1832978190068517,1183.2978190068518,7099.78691404111,0.216393162243481,1157.692063313781,7022.969646961898
89,49,339.1724831436194,2996944,Lyon,FR,45.74906,4.84789,520774,1092,970,248,3494,0.00157870866314077,0.3169548074006673,0.2910175671196552,0.0660427807486631,0.466908309840247,1.2483763978643316,0.1863024394761382,1.1176699937783747,0.9397312380080443,3173435,Milan,IT,45.46427,9.18951,0.1948230426795255,milan,0.6076977517425448,0.14228026358577445,city,0.6076977517425448,0.8373515888211174,0.43628509719222464,0.5609844372059355,1.6292349524265977,1629.2349524265976,9775.409714559586,0.25551743871395616,1587.6051582158677,9650.520331927397
90,0,6.98988844717793,747340,Esenler,TR,41.0435,28.87619,520235,1128,2646,159,3392,0.001543259405957264,0.3278738246891113,0.846536294332118,0.0422459893048128,0.453215196670694,1.3660315536798904,0.1655367515145772,1.339849125257613,1.0282129120870067,745044,Istanbul,TR,41.01384,28.94966,0.1649921605957947,istanbul,-0.3990074482222473,-0.7333530118949918,city,-0.3990074482222473,0.24006525536254764,0.03455723542116631,0.5971769815418023,1.1832978190068517,1183.2978190068518,7099.78691404111,0.216393162243481,1157.692063313781,7022.969646961898
91,4,503.2435741032931,2267057,Lisbon,PT,38.72509,-9.1498,517802,685,1234,479,4842,0.0013832444843849638,0.1935092508340916,0.3785217103082532,0.127807486631016,0.6478721976104175,1.1918098925621057,0.2838268999248364,1.1525152797108094,0.8967424072271428,3117735,Madrid,ES,40.4165,-3.70256,0.2865043579764861,madrid,0.08886285608365685,-0.14618037798784608,city,0.08886285608365685,0.5295226509063288,0.3628509719222462,0.5971769815418023,1.4612858284270391,1461.2858284270392,8767.714970562234,0.3757607864227842,1406.376437219218,8602.986796938769
92,19,460.82850734179976,2861650,Nürnberg,DE,49.45421,11.07752,515543,231,481,70,1862,0.0012346732933320144,0.0558083105853806,0.1289360291680477,0.0184491978609625,0.2478184991273996,1.0592721921848378,0.0872599882408936,1.0525621503018845,0.7967428905392331,3081368,Wrocław,PL,51.10286,17.03006,0.1161766644196579,wroc aw,,-0.5038056844768821,country,-0.5038056844768821,0.17788761459179875,0.2613390928725702,0.38002171552660147,1.2356541899116262,1235.6541899116262,7413.925139469758,0.15236988049546302,1216.826541786571,7357.4421950945925
93,19,521.6013012526325,2910831,Hannover,DE,52.37052,9.73322,515140,271,594,203,1591,0.001208168561152139,0.0679405520169851,0.1663904540934703,0.0540106951871657,0.211437776882803,1.0740424220288851,0.1012388196958569,1.0675227164863097,0.807802659025032,3081368,Wrocław,PL,51.10286,17.03006,0.1161766644196579,wroc aw,,-0.5038056844768821,country,-0.5038056844768821,0.17788761459179875,0.2613390928725702,0.38002171552660147,1.2356541899116262,1235.6541899116262,7413.925139469758,0.15236988049546302,1216.826541786571,7357.4421950945925
94,1,659.1734203346274,2650225,Edinburgh,GB,55.95206,-3.19648,514990,213,389,78,2442,0.0011983032762216642,0.0503488019411586,0.0984421610871726,0.0205882352941176,0.325681299503289,1.0498977133821297,0.112116154556869,1.0403355070558464,0.7896249528084731,2759794,Amsterdam,NL,52.37403,4.88969,0.7624647603705195,amsterdam,,,global,0.011844032802657226,0.48382676042477507,0.6954643628509719,0.6261310170104958,1.5932941071751356,1593.2941071751357,9559.764643050814,1.0,1433.964696457622,9081.776410898272
95,49,647.5424867623703,2972315,Toulouse,FR,43.60426,1.44367,511684,764,565,153,2947,0.000980872396354001,0.2174704276615104,0.1567782565462379,0.0406417112299465,0.3934756343133306,1.1618379079061538,0.1464918881549617,1.0634960005355782,0.8733727567121953,3173435,Milan,IT,45.46427,9.18951,0.1948230426795255,milan,0.6076977517425448,0.14228026358577445,city,0.6076977517425448,0.8373515888211174,0.43628509719222464,0.5609844372059355,1.6292349524265977,1629.2349524265976,9775.409714559586,0.25551743871395616,1587.6051582158677,9650.520331927397
96,19,325.4617687287198,2879139,Leipzig,DE,51.33962,12.37129,504971,322,909,159,1469,0.0005393680114321553,0.0834091598422808,0.2707988067616838,0.0422459893048128,0.1950597395623573,1.1042052572577052,0.0880901143820761,1.1087510171138193,0.8291961956824639,3081368,Wrocław,PL,51.10286,17.03006,0.1161766644196579,wroc aw,,-0.5038056844768821,country,-0.5038056844768821,0.17788761459179875,0.2613390928725702,0.38002171552660147,1.2356541899116262,1235.6541899116262,7413.925139469758,0.15236988049546302,1216.826541786571,7357.4421950945925
97,1,165.87349257188643,2934691,Duisburg,DE,51.43247,6.76516,504358,309,746,391,2041,0.0004990518803496152,0.0794661813770094,0.2167716274444812,0.1042780748663101,0.2718485702778896,1.0910340343151017,0.154549223489784,1.0871078924820723,0.8192283702624393,2759794,Amsterdam,NL,52.37403,4.88969,0.7624647603705195,amsterdam,,,global,0.011844032802657226,0.48382676042477507,0.6954643628509719,0.6261310170104958,1.5932941071751356,1593.2941071751357,9559.764643050814,1.0,1433.964696457622,9081.776410898272
98,44,526.6023105161746,627907,Homyel',BY,52.4345,30.9754,501102,152,159,13,709,0.0002849094287921103,0.0318471337579617,0.022207490884985,0.0032085561497326,0.0930326218284333,1.0235497784317742,0.0301557758533428,1.0091109238970275,0.7681726670435789,709930,Dnipro,UA,48.46664,35.04066,0.0765259701801124,dnipro,-0.6957218116486716,-0.7865517503463348,city,-0.6957218116486716,0.06402222486895265,0.4269772703897975,0.40394605181920745,1.2613443780483584,1261.3443780483585,7568.06626829015,0.10036656663702678,1248.6846975911956,7530.087226918661
99,1,539.9410837849222,2644210,Liverpool,GB,53.41058,-2.97794,496770,427,444,228,3691,0.0,0.1152562936002426,0.1166721909181306,0.0606951871657754,0.4933548127265404,1.0924882143437715,0.1904930748340049,1.0466688763672525,0.8193661607578285,2759794,Amsterdam,NL,52.37403,4.88969,0.7624647603705195,amsterdam,,,global,0.011844032802657226,0.48382676042477507,0.6954643628509719,0.6261310170104958,1.5932941071751356,1593.2941071751357,9559.764643050814,1.0,1433.964696457622,9081.776410898272
